row,regime,dimension,verdict,inapplicability,cell_cite,evidence_basis
J14A,UAE Abu Dhabi free zone (ADGM FSRA virtual-asset framework; COBS Rulebook + Insolvency Regulations 2015) [comparative; custody-redemption-and-cross-border overlay],D2,PASS,no,"COBS 19A.4.1 (redeem at par on demand, T+2), 19A.7.1 (continuous full-reserve floor), 19A.11.1 (pro-rata reserve claim), 15.6.1(f) (holders' lien on reserve), 19A.11.2 (holder-priority duty), 19A.11.4 (super-priority waterfall) binding in formal insolvency via 19A.11.5, 19A.11.6 (residual shortfall unsecured)","The holder has a hard, time-bound redemption right: the issuer must ""redeem the Fiat-Referenced Tokens presented for redemption ... at par value"" within T+2 (19A.4.1), collateralized by a continuously-tested floor under which reserve market value ""is equal to or exceeds the total value of all outstanding redemption claims"" (19A.7.1). On rank, holders ""have a pro-rata claim against the Relevant Money and Reserve Investments"" (19A.11.1), reserve assets at a third-party custodian are ""subject to a lien in favour of the holders of the associated Fiat-Referenced Tokens"" (15.6.1(f)), the issuer must ensure holder interests ""rank in priority to interests of any other creditor of the Authorised Person"" (19A.11.2), and the statutory waterfall pays ""first, to all holders of all issued and outstanding Fiat-Referenced Tokens on a pro-rata basis"" (19A.11.4(a)), a priority order that binds in a formal insolvency ""in accordance with the Insolvency Regulations"" (19A.11.5). Refuter: recovery is capped at the reserve pool, with any shortfall ranking only as an unsecured claim against the issuer (19A.11.6); PASS rests on the par-redemption-plus-senior-reserve-rank reading."
J14A,UAE Abu Dhabi free zone (ADGM FSRA virtual-asset framework; COBS Rulebook + Insolvency Regulations 2015) [comparative; custody-redemption-and-cross-border overlay],D3,PASS,no,"ADGM Insolvency Regs 2015 S271(1) (UNCITRAL Model Law force of law), S272(2) (Schedule 10 primacy); Schedule 10 Art 9 (direct access), Art 17(1) (mandatory recognition), Art 20 (automatic stay), Art 21(1)(e) (entrust ADGM assets to the foreign representative), Art 25 (cooperation duty)","The ADGM has formally enacted, not merely referenced, the UNCITRAL Model Law on Cross-Border Insolvency: ""The UNCITRAL Model Law shall have the force of law in the Abu Dhabi Global Market in the form set out in Schedule 10"" (S271(1)), and on conflict with the general Regulations ""the latter shall prevail"" (S272(2)). The machinery is mandatory and complete: a foreign representative ""is entitled to apply directly to the Court"" (Art 9), ""a foreign proceeding shall be recognised if"" the documentary criteria are met (Art 17(1), subject only to the Art 6 public-policy exception), and on recognition the Court may grant relief ""including ... entrusting the administration or realisation of all or part of the debtor's assets located in the Abu Dhabi Global Market to the foreign representative"" (Art 21(1)(e)), with recognition of a foreign main proceeding triggering an automatic stay ""the same in scope and effect as if the debtor had been made the subject of a winding-up order"" (Art 20). Refuter: the PASS rests on enacted-statute strength (force-of-law Model Law, mandatory recognition); unlike J1 (Morning Mist) and J9 (Zipmex / Quoine), ADGM has no demonstrated cross-border insolvency practice, so the recognition machinery is untested in an ADGM crypto-issuer case. The statute is in force and recognition mandatory, so PASS holds on the primary text."
J14A,UAE Abu Dhabi free zone (ADGM FSRA virtual-asset framework; COBS Rulebook + Insolvency Regulations 2015) [comparative; custody-redemption-and-cross-border overlay],D4,PASS,no,"COBS Ch 19A: 19A.2 (white paper), 19A.3 (activity ring-fence), 19A.4 (redemption at par), 19A.5 (reserve composition/custody), 19A.6 (per-token segregation), 19A.7 (daily-valued full backing), 19A.8 (stress testing), 19A.9 / 19A.10 (monthly attestation + annual external audit), 19A.11 (wind-down waterfall); on the Ch 17 VA accepted-asset / custody backbone","ADGM Chapter 19A is a comprehensive product-specific FRT regime layered on the Chapter 17 VA backbone (17.1.3 reads ""Investments"" in the Safe-Custody rules as ""Virtual Assets""). It mandates per-token reserve ring-fencing (the issuer ""must segregate all Reserve Assets for each Fiat-Referenced Token from every other Fiat-Referenced Token,"" 19A.6.1), a continuous full-backing floor with daily valuation (19A.7.1-19A.7.2), an at-least-annual independent external audit of reserves and controls (""perform an annual audit of,"" 19A.10.1) on top of monthly attestation (19A.9), a mandatory pre-issuance white paper disclosing ""redemption rights at par, rights to interest or other time-based payments"" (19A.2.1), and an activity ring-fence under which the issuer ""is prohibited from carrying on any additional Regulated Activities not incidental to the issuance of a Fiat-Referenced Token"" (19A.3.1)."
J14A,UAE Abu Dhabi free zone (ADGM FSRA virtual-asset framework; COBS Rulebook + Insolvency Regulations 2015) [comparative; custody-redemption-and-cross-border overlay],D5,PASS,no,"COBS 15.4.4 ('must not use ... without that Client's prior written permission'), 15.4.5 (permitted-use-with-consent framework), read across to Virtual Assets via 17.1.3 + 17.8.1; reserve side: COBS 15.4.6 (absolute 'in any circumstances' prohibition on Reserve Investments)","COBS 15.4.4 is a binding no-use rule: ""An Authorised Person must not use a Client's Safe Custody Assets for its own purpose or that of another Person without that Client's prior written permission,"" and 15.4.5 supplies the permitted-use framework requiring that ""the equivalent assets are returned to the Client Account of the Client"" and that ""the Client is not disadvantaged by the use of his Safe Custody Assets."" Chapter 17 carries this unchanged to Accepted Virtual Assets (17.8.1 routes VA custody to ""the requirements set out in COBS, Chapters 15 and 16,"" and 17.1.3 reads ""Investments"" as ""Virtual Assets,"" with no VA-specific reuse override). This is the per-use prior-written-consent structure the adopted D5 ladder grades PASS at J3 (23 NYCRR 200.9(c), ""except at that person's direction"") and J9 (Singapore reg 18C(1)(c), ""except on the customer's specific prior written instructions""), and it is distinguishable from the Cayman PARTIAL (disclosure-conditioned consent). For the reserve side specifically, COBS 15.4.6 imposes an absolute prohibition: an issuer ""must not use Reserve Investments for its own purposes in any circumstances."" Refuter: COBS Chapter 15 has no absolute consent-independent no-rehypothecation rule for general client custody assets; the per-use prior-written-consent form grades PASS under the adopted D5 ladder (parallel to J3 / J9), and the absolute prohibition applies to Reserve Investments (15.4.6)."
J14A,UAE Abu Dhabi free zone (ADGM FSRA virtual-asset framework; COBS Rulebook + Insolvency Regulations 2015) [comparative; custody-redemption-and-cross-border overlay],D6,PASS,no,"ADGM Insolvency Regs 2015 S1(1) (administrator manages the estate), S4 (officer of the court), S95 (general + director-removal + management-freeze powers), S97(1) (custody-of-all-property duty), Schedule 2 paras 1/2/12 (possess/sell/realise), S44 / S45 (moratorium); parallel receivership track S152 + Schedule 3","The administrator is appointed ""to manage the Company's affairs, business and property"" (S1(1)) as ""an officer of the Court"" (S4), ""may do anything necessary or expedient for the management of the affairs, business and property of the Company"" (S95(1)), may remove and appoint directors (S95(5)) while the company ""may not exercise a management power without the consent of the administrator"" (S95(8)), and ""shall on his appointment take custody or control of all the property to which he thinks the Company is entitled"" (S97(1)), backed by the Schedule 2 power to ""take possession of, collect and get in the property of the Company"" and to ""sell or otherwise dispose of the property of the Company."" A statutory moratorium bars creditor self-help: ""No legal process (including legal proceedings) may be instituted or continued against the Company or property of the Company except ... with the consent of the administrator ... or ... the permission of the Court"" (S45(5)), with security enforcement similarly stayed (S45(2))."
J14A,UAE Abu Dhabi free zone (ADGM FSRA virtual-asset framework; COBS Rulebook + Insolvency Regulations 2015) [comparative; custody-redemption-and-cross-border overlay],D7,FAIL,no,no ADGM FRT-issuer / VA-custodian insolvency precedent; Insolvency Regs 2015 are product-class-neutral (one generic non-crypto bridge at S263(2)),"A full-text search of the Insolvency Regulations returns no virtual-asset, crypto, stablecoin, fiat-referenced-token, or issuer-specific insolvency provision and no decided in-class case; the regime is product-class-neutral, and the FRT framework is new in force. The single adjacent touchpoint is generic, not crypto-specific: S263(2) provides that the COBS ""rules relating to client assets and client monies applicable to Authorised Persons ... shall, to the extent of any inconsistency, prevail"" in an administration, Deed of Company Arrangement, or winding-up."
J14Z,UAE Dubai free zone (VARA binding Rulebooks) [comparative; estate-exclusion],D1,PASS,no,Custody III.B.1/III.B.3; FRVA III.B.4(a),"Binding VARA Rulebook estate-exclusion, in force: custodied virtual assets are 'not depository liabilities or assets of the VASP' (Custody Services Rulebook III.B.1), each client's assets sit in 'separate VA Wallets containing the Virtual Assets of that client only' (III.B.3), and FRVA reserves are held so they are 'legally segregated and remote from their own assets' and 'do not form a part of their estate' (FRVA Rules III.B.4(a)). On the D1 mechanism ladder this is binding-regulatory estate-exclusion (rung 1, the MiCA/Bermuda/Swiss rung), materially stronger than the federal J14 D1 PARTIAL (issuer-name contractual escrow, rung 4). Refuter: the exclusion binds via property law (the client owns the VAs, the VASP is custodian) plus VARA mandatory segregation rather than a federal bankruptcy-code carve-out, a VARA VASP insolvency is administered in the UAE federal onshore forum, and the basis is untested in that forum for virtual assets, so it is a candidate PASS carrying the property-law-plus-regulatory-segregation qualifier, not a self-executing federal statutory carve-out. Newly scored 2026-06-18; one refuter."
J14Z,UAE Dubai free zone (VARA binding Rulebooks) [comparative; estate-exclusion],D2,PASS,no,FRVA III.B.4(c); III.C.1,"The binding FRVA reserve rule fixes the holder's recovery ahead of the issuer's general creditors: reserves 'will not otherwise be subject to any recourse by their creditors, the custodian of the Reserve Assets or any other third parties, in particular in the event that they become Insolvent' (FRVA Rules III.B.4(c)), and holders carry a 'valid legally enforceable right to redeem the FRVA at par' (FRVA Rules III.C.1), so the ringfenced reserve satisfies holders before creditors reach it. Custodied client VAs are likewise outside the VASP estate (Custody III.B.1). Refuter: a residual shortfall claim beyond the segregated reserve ranks under the UAE federal onshore insolvency waterfall, which the VARA Rulebooks do not rank; parallel to the J11/J13/J14 D2 pattern (segregated-reserve recovery priority-fixed, residual rank national or federal law). Newly scored 2026-06-18; one refuter."
J14Z,UAE Dubai free zone (VARA binding Rulebooks) [comparative; estate-exclusion],D3,PARTIAL,no,UAE federal onshore forum; ADGM free-zone layer scored separately,"Cross-border posture is scored on the UAE federal onshore forum because VARA covers Dubai mainland, so a VARA VASP insolvency is administered onshore at the federal level rather than in a separate free-zone forum: the federal onshore regime has a narrower cross-border framework, while the stronger cross-border recognition sits in the ADGM common-law free zone, a separately scored free-zone layer. Mirrors the federal J14 D3 PARTIAL. Refuter: onshore federal recognition is limited and the robust recognition lives in the ADGM layer, not in the forum that would administer a VARA VASP insolvency, and no Dubai VA-issuer cross-border recognition track record exists. Newly scored 2026-06-18 (regime-framework basis); one refuter."
J14Z,UAE Dubai free zone (VARA binding Rulebooks) [comparative; estate-exclusion],D4,PASS,no,Custody III.B; FRVA III.B/III.C; Company Rulebook Wind Down item k,"A comprehensive product-specific binding-Rulebook layer is in force: custody segregation and estate-exclusion (Custody Services Rulebook III.B), FRVA reserve segregation and redemption rules (FRVA Rules III.B/III.C), and a mandatory Wind Down Plan that must 'ensure that the sale of Client Money and/or Client VAs is explicitly excluded from, and not necessary for, implementing or completing the Wind Down Plan' (Company Rulebook Part V Wind Down Plan item k), with VARA holding intervention and assume-control power over Client Money and Client VAs. Parallel to J11/J13/J15 D4 PASS (comprehensive in-force product-specific instrument). Refuter: the binding Rulebooks' interaction with UAE federal onshore bankruptcy distribution is untested for virtual assets, and the operative Client Virtual Assets Rules cross-referenced from Custody Part V sit in a separate VARA Compliance and Risk Management Rulebook not in this extract. Newly scored 2026-06-18; one refuter."
J14Z,UAE Dubai free zone (VARA binding Rulebooks) [comparative; estate-exclusion],D5,PASS,no,Custody III.B.2; FRVA III.B.4(b),"Absolute binding no-rehypothecation prohibition with no consent exception: VASPs 'shall not authorise or permit rehypothecation of Virtual Assets for which they provide Custody Services' (Custody Services Rulebook III.B.2), a prohibition that applies regardless of client consent and that the rule also bars the VASP from seeking, and the FRVA rule requires reserves not be 'rehypothecated, or subject to any pledges, encumbrances, right of set-off or counterclaim' (FRVA Rules III.B.4(b)). On the substance-based D5 ladder (ruling Q5) this is the strongest rung: a binding prohibition with no consent carve-out at all, exceeding the customer-consent-preserved PASSes at J3 and J9. Refuter: the Custody no-rehypothecation rule binds the VASP as custodian, while FRVA reserves are a distinct asset class ('Reserve Assets are not Client Money or Client VAs'), so the prohibition reaches the reserve through III.B.4(b) rather than III.B.2; both are binding-Rulebook prohibitions, so PASS stands. Newly scored 2026-06-18; one refuter."
J14Z,UAE Dubai free zone (VARA binding Rulebooks) [comparative; estate-exclusion],D6,PARTIAL,no,FRVA III.C.1; Company Rulebook Wind Down item k,"The binding redeem-at-par right ('valid legally enforceable right to redeem the FRVA at par', FRVA Rules III.C.1) plus the Wind Down Plan exclusion of any Client Money or Client VA sale (Company Rulebook Part V item k) bound the wind-down and keep client assets beyond the liquidator's sale powers, and FRVA holders are disclosed that the FRVA is 'not covered by any investor protection or deposit guarantee schemes'. But the estate proceeding runs in the UAE federal onshore forum, which governs the residual estate and could restructure a residual claim, and VARA's own direction power over reserves operates without holder consent. Refuter: the redeem-at-par and wind-down-exclusion discipline narrows officer reach but does not displace the federal onshore insolvency regime over a residual claim; parallel to J11/J13/J14 D6 PARTIAL. Newly scored 2026-06-18; one refuter."
J14Z,UAE Dubai free zone (VARA binding Rulebooks) [comparative; estate-exclusion],D7,FAIL,no,VARA regime in force 2023; no in-class insolvency,"No completed insolvency of a VARA-licensed VASP or FRVA issuer has tested the estate-exclusion and segregation Rulebook provisions; the regime, issued under the Virtual Assets and Related Activities Regulations 2023, is new in force and the binding Rulebook segregation has no in-class recovery record. Refuter: the UAE has adjacent commercial-insolvency practice and VARA holds intervention and assume-control powers over Client Money and Client VAs, but there is no Dubai VA-issuer or custodian-class completed insolvency demonstrating the segregation rule in operation; graded FAIL on the in-class basis the dimension scores, in parallel with J11/J13/J14/J15 D7 as a new in-force regime. Newly scored 2026-06-18; one refuter."
J15,Switzerland (DLT Act 2021; DEBA Art 242a; CO 973d-973i; FinMIA 73a-73f) [comparative],D1,PASS,no,"DEBA Art 242a; Banking Act Art 16(1bis), 37d","Statutory estate carve-out, in force 2021-08-01: DEBA Art 242a orders surrender of crypto-based assets from the bankruptcy estate where the debtor undertook to hold them in readiness at all times and they are allocated individually to the third party or to community ownership with a clearly identifiable share (source NOTES KC-3, sidecar lines 227-237); Banking Act Art 16(1bis)/37d give banks and securities firms a parallel custody-asset segregation with liquidator exclusion from the estate (KC-4, lines 385-390). Structurally parallel to J7 Bermuda D1 (DABA s.18(4) 'not subject to the claims of creditors') and J11 MiCA D1 (Art 36(2) reserve segregated from the estate). Refuter: the carve-out is conditional, not automatic; collective custody without clearly identifiable shares drops into the estate and the holder becomes an unsecured creditor (WebSearch: FINMA Guidance 01/2026; CMS / Borel Barbey), but the qualifying-custody case (the matrix's scored anchor for a regulated Swiss custodian) is a clean statutory segregation, so PASS on the same basis the matrix grades J7 and J11. D1 ladder: rung 1 (statutory estate-exclusion)."
J15,Switzerland (DLT Act 2021; DEBA Art 242a; CO 973d-973i; FinMIA 73a-73f) [comparative],D2,PARTIAL,no,DEBA Art 242a surrender; no crypto-holder priority class,"Qualifying-custody holders recover the segregated assets outside the estate by surrender order (DEBA Art 242a; property, not priority), fixing recovery ahead of the custodian's general creditors. But no Swiss statute fixes a stablecoin/tokenised-asset holder's rank in the bankruptcy waterfall: a residual shortfall claim, or any non-qualifying holder, ranks as an ordinary unsecured creditor under general Swiss insolvency law, and locating that rank requires the same multi-step characterization the rubric names as PARTIAL. Parallel to J7 D2, J9 D2, and J11/J13/J14 D2 (segregated reserve recovery fixed; residual rank national/general law). Refuter: one could read the Art 242a surrender right as functionally priority-grade for the holder, but it is an estate-exclusion mechanism, not a waterfall-rank rule, and the shortfall leg is unranked, so PARTIAL is the supported grade."
J15,Switzerland (DLT Act 2021; DEBA Art 242a; CO 973d-973i; FinMIA 73a-73f) [comparative],D3,PARTIAL,no,PILA Art 166 et seq. (2019 reform); no Model Law,"Switzerland has not adopted the UNCITRAL Model Law but operates its own statutory cross-border insolvency recognition regime under PILA Chapter 11 (Art 166 et seq.), substantially modernized effective 2019-01-01: recognition extended to the debtor's COMI (not only domicile), the reciprocity requirement abolished, secondary Swiss proceedings dispensable where no privileged claims exist, and Swiss authorities authorized to coordinate with foreign counterparts (WebSearch: VISCHER; MLL News Portal; Chambers Insolvency 2022 Switzerland). Recognition is by application/exequatur and discretionary in mechanics rather than automatic and uniform, and there is no tokenised-asset-issuer recognition track record. Graded PARTIAL consistent with the matrix treatment of robust statutory-but-non-uniform recognition regimes (J6 Cayman Part 17 inbound PARTIAL; J11 MiCA intra-EU EIR PARTIAL), and materially stronger than the common-law-comity-only PARTIALs (J7, J13). Refuter: the 2019 reform is modern and robust enough to argue PASS by analogy to J9 (IRDA Model Law) or J12 (CBIR 2006); held to PARTIAL because the regime is recognition-on-application without the automatic-recognition uniformity of a Model Law enactment and carries no in-class crypto precedent. Primary-text re-verification of PILA Art 166-175 flagged."
J15,Switzerland (DLT Act 2021; DEBA Art 242a; CO 973d-973i; FinMIA 73a-73f) [comparative],D4,PASS,no,CO Art 973d-973i; FinMIA Art 73a-73f,"A genuine product-specific statutory layer for tokenised assets is in force: the Code of Obligations ledger-based-security framework (Art 973d-973i) creates a statutory on-ledger security instrument with take-free protection and certificated-security-equivalent insolvency treatment (source NOTES KC-1, KC-2), and FinMIA Art 73a-73f create the DLT trading facility licence, a combined trading/custody/clearing/settlement authorization for DLT securities with Federal-Council-set additional requirements modeled on CSD rules (KC-5; WebSearch: FINMA 2021 SDX/SDX Trading approvals; sif.admin.ch). Parallel to J11/J13/J14 D4 PASS (comprehensive in-force product-specific statute). Refuter: the DLT-trading-facility additional requirements are Federal-Council-delegated and the first such facility was authorized only in 2025 (WebSearch: Global Legal Insights 2026; FINMA), so the venue layer is thinly operationalized; but the in-force CO ledger-based-security statute plus the Banking Act custody regime supply the product-class statutory layer this dimension scores, so PASS."
J15,Switzerland (DLT Act 2021; DEBA Art 242a; CO 973d-973i; FinMIA 73a-73f) [comparative],D5,PASS,no,Banking Act Art 4sexies; Art 16(1bis)/37d segregation,"Substance-based D5-ladder PASS: a Swiss bank/securities-firm custodian must hold qualifying crypto-based assets as segregated custody assets excluded from its estate (Banking Act Art 16(1bis)/37d), and FINMA may cap the volume of crypto custody assets a bank holds based on technology-specific risks (Art 4sexies; source NOTES KC-4, sidecar lines 378-382). The segregation-plus-custody architecture means the custodian cannot reuse or re-pledge the assets for its own account, the same mechanism the matrix grades PASS for J11 MiCA D5 (segregation Art 36 plus custody Art 37-38, no single express no-rehypothecation article) and J13/J14. Refuter: Swiss law has no single express no-rehypothecation/no-reuse article in this statute analogous to 23 NYCRR 200.9, and the FINMA volume-cap is discretionary case-by-case rather than a hard quantitative prohibition; but under the adopted substance-based ladder (ruling Q5) the segregation-plus-custody-mandate lattice yields PASS on the same basis as J11."
J15,Switzerland (DLT Act 2021; DEBA Art 242a; CO 973d-973i; FinMIA 73a-73f) [comparative],D6,PARTIAL,no,Banking Act / FINMA resolution; DEBA not displaced,"Segregated crypto-based assets sit outside the estate (DEBA Art 242a; Banking Act Art 37d), bounding the insolvency officer's reach over qualifying-custody assets. But the federal bank-insolvency and FINMA recovery-and-resolution regime (and general DEBA insolvency law for non-bank issuers) is not displaced and supplies restructuring/resolution powers a FINMA-appointed administrator could exercise over the residual estate and residual holder claims. Parallel to J11/J13/J14 D6 PARTIAL (product-specific redemption discipline narrows officer reach but national/federal insolvency law is not displaced) and J9 D6. Refuter: one could argue PASS because the Art 242a estate-exclusion places the core asset beyond officer reach; held to PARTIAL because the residual claim and any non-qualifying custody remain inside a resolution regime with restructuring powers that are not pre-agreed product triggers."
J15,Switzerland (DLT Act 2021; DEBA Art 242a; CO 973d-973i; FinMIA 73a-73f) [comparative],D7,FAIL,no,no in-class precedent; Art 242a untested,"No completed insolvency of a Swiss tokenised-asset issuer or regulated crypto custodian has tested DEBA Art 242a segregation; no Swiss court decision applying Art 242a to a crypto insolvency surfaced (WebSearch: no precedent in the FINMA Guidance 01/2026 coverage, Lexology, Mondaq, or the cross-border-insolvency sources). The named Swiss crypto banks (Sygnum, AMINA/formerly SEBA, Bank Frick) are going concerns; FlowBank SA (FINMA-mandated bankruptcy effective 2024-06-13) was a Geneva brokerage/trading bank, not a tokenised-asset issuer, and produced no Art 242a segregation precedent; the first DLT trading facility was authorized only in 2025 (WebSearch: Finance Magnates; Global Legal Insights 2026; FINMA). Graded FAIL in parallel with J11/J13/J14 D7 (new in-force regime, no in-class recovery record). Refuter: Switzerland has adjacent bank-insolvency practice and the 2019 PILA regime has general cross-border recovery experience, but there is no crypto-issuer/custodian-class completed insolvency demonstrating the segregation rule in operation, so FAIL on the in-class basis the dimension scores."
J16,Japan PSA electronic-payment-instrument framework (specified-trust-beneficiary-rights + performance-guarantee deposit; FSA 2025 implementing instruments) [comparative; trust-and-deposit backing],D1,PASS,no,PSA Art 2(9) trust scheme + EPI ord Art 3(1) 50% deposit floor; perf-guarantee deposit duty PSA Art 43 (Art 44/45 substitutes); Art 62-14,"Statutory segregation via two mechanisms under the Payment Services Act electronic-payment-instrument (EPI) regime (2022 Act No. 61, implemented by the FSA 2025 instruments, in force June 2026). Trust route: specified trust beneficiary rights (PSA Art 2(9); the Electronic Payment Instrument III scheme), under which the customer holds the beneficiary right and the trust property is the beneficiary's and bankruptcy-remote from the issuer estate; the 2025 EPI ordinance Art 3(1) requires at least 50 percent of the trust property to be held in bank deposits, the remainder restricted to short-maturity Japanese government bonds and high-grade foreign sovereign bonds (the 2025 trust-beneficiary-bond standards notice sets the foreign-bond standard). Deposit route: a performance-guarantee deposit, the duty under PSA Art 43, escrowed with the Legal Affairs Bureau, with the preservation contract (Art 44) and the trust contract (Art 45) as substitutes. Intermediary-level segregation plus mandatory CPA audit (PSA Art 62-14). Reconciled across the 2025 Japanese primaries, the Anderson Mori 2022 bulletin (which describes the 2022 entire-in-bank-deposits rule the 2025 ordinance relaxed to the 50 percent floor; customers' redemption claims are 'properly protected in the event of the default of issuers or intermediaries'), and 2025 law-firm guides. D1 ladder rung 1 to 2 (trust estate-exclusion via beneficiary rights, or statutory deposit-escrow). Refuter: the trust backing is a 50 percent deposit floor plus a restricted high-grade sleeve rather than full deposits, but the segregation and bankruptcy-remoteness of the trust property are statutory either way, so PASS holds on the statutory-segregation basis the dimension scores."
J16,Japan PSA electronic-payment-instrument framework (specified-trust-beneficiary-rights + performance-guarantee deposit; FSA 2025 implementing instruments) [comparative; trust-and-deposit backing],D2,PASS,no,PSA Art 59(1) priority over other creditors; perf-guarantee regs Art 7 (table) + Art 10 (distribution),"Statutory user priority. Under the trust route, the customer's specified trust beneficiary right is a direct claim on the segregated trust property, ranking ahead of the issuer's general creditors. Under the deposit route, holders have a statutory right to be paid from the performance-guarantee deposit ahead of other creditors (PSA Art 59(1)), implemented through an FSA-administered process: a provisional distribution table after the claim-investigation period (performance-guarantee-deposit regs Art 7) and then the distribution (Art 10). Anderson Mori 2022: customers' redemption claims are 'clearly secured' and 'properly protected in the event of the default of issuers or intermediaries.' Statutory and contract-independent. Refuter: a funds-transfer-type holder's rank turns on the deposit-distribution machinery rather than a bankruptcy-code priority class, but PSA Art 59(1) fixes the user-first ordering, so PASS, parallel to J13 and J14Z D2."
J16,Japan PSA electronic-payment-instrument framework (specified-trust-beneficiary-rights + performance-guarantee deposit; FSA 2025 implementing instruments) [comparative; trust-and-deposit backing],D3,PARTIAL,no,Act 129/2000 Model Law (modified); recognition precondition-only,"Japan adopted the UNCITRAL Model Law via the Act on Recognition and Assistance for Foreign Insolvency Proceedings (Act No. 129 of 2000, in force 2001, among the earliest adopters), but the adoption is materially modified from the original: the recognition order has no effect in itself and operates only as a precondition for a separate assistance order (stay or repayment-prohibition), and several Model Law provisions were not adopted (UNCITRAL status list; Norton Rose and Mori Hamada cross-border-insolvency surveys). No verified in-class crypto-issuer cross-border recognition precedent surfaced for the EPI regime; the largest Japanese crypto insolvency (Mt. Gox) is an exchange civil rehabilitation predating the EPI framework. Graded PARTIAL: Model Law present but modified, and no in-class practice, weaker than J9 Singapore D3 (force-of-law IRDA s.252 plus Zipmex and Quoine) and parallel to the J13/J15 partial-recognition posture. Refuter: Japan's Model Law adoption is real and decades-tested for general insolvencies, but the modifications plus the absence of in-class crypto-issuer practice keep it below a clean PASS."
J16,Japan PSA electronic-payment-instrument framework (specified-trust-beneficiary-rights + performance-guarantee deposit; FSA 2025 implementing instruments) [comparative; trust-and-deposit backing],D4,PASS,no,"PSA EPI regime (Art 2(5)/2(9), 37-2, 62-12 to 62-15)","A comprehensive product-class statutory regime, not a structural workaround: the Payment Services Act defines electronic payment instruments (Art 2(5)), the specified-trust-beneficiary-rights scheme (Art 2(9)), the closed issuer set (specified trust companies and trust banks, banks, and licensed funds-transfer providers; Art 2(27) to (28), 37-2), redemption at par, the backing and segregation duties, and the intermediary code of conduct with segregation and CPA audit (Art 62-12 to 62-15), all implemented in detail by the FSA 2025 cabinet order and ordinances. Strongest-tier product-specific statutory layer, parallel to J7 Bermuda DABA and J13 Hong Kong Cap. 656. Refuter: the regime is new and its provisions are read in translation, but the product-specific statutory scope is confirmed across the primaries and the Anderson Mori secondary, so PASS."
J16,Japan PSA electronic-payment-instrument framework (specified-trust-beneficiary-rights + performance-guarantee deposit; FSA 2025 implementing instruments) [comparative; trust-and-deposit backing],D5,PASS,no,"EPI ord Art 3(1) 50% deposit floor + restricted JGB/sovereign sleeve; deposit escrowed, no rehypothecation","A binding reserve-use constraint above contract. The specified-trust-beneficiary-rights backing must be held with at least 50 percent in bank deposits (2025 EPI ordinance Art 3(1)), the remainder restricted to short-maturity Japanese government bonds and high-grade foreign sovereign bonds (the 2025 trust-beneficiary-bond standards notice limits the foreign-bond portion to sovereign bonds whose debtor credit rating is in the highest categories, credit-risk category 1-2 or better at every qualified rating agency, with national issuance exceeding the equivalent of 100 trillion yen). The performance-guarantee deposit is escrowed and cannot be deployed as the issuer's own balance-sheet asset. The trustee cannot freely re-pledge or re-use the trust property. Statutory or ordinance-level constraint, not a disclosure-conditioned carve-out; PASS under the adopted D5 ladder, parallel to J13/J14Z/J15. Refuter: the deposit floor is 50 percent rather than full, but the non-deposit remainder is itself restricted to short-maturity high-grade sovereigns and the backing cannot be rehypothecated, so PASS."
J16,Japan PSA electronic-payment-instrument framework (specified-trust-beneficiary-rights + performance-guarantee deposit; FSA 2025 implementing instruments) [comparative; trust-and-deposit backing],D6,PARTIAL,no,FSA distribution bounded; rehabilitation/reorganization overlay,"Distribution is statutorily bounded and in money form: on issuer failure the FSA prepares and publishes a provisional distribution table after the claim-investigation period and then distributes the performance-guarantee deposit, the trust property is reachable directly by beneficiaries, and redemption is at par. Short of pass because the issuer's failure resolves within the general bankruptcy, civil-rehabilitation, or corporate-reorganization framework, which can restructure issuer-level claims and affect timing, and the EPI distribution machinery has no completed-case clock. PARTIAL, parallel to J14Z and J11/J13 D6. Refuter: the user-protective distribution is statutory and bounded, but the rehabilitation and reorganization overlay plus the absence of a tested timeline keep it at partial rather than pass."
J16,Japan PSA electronic-payment-instrument framework (specified-trust-beneficiary-rights + performance-guarantee deposit; FSA 2025 implementing instruments) [comparative; trust-and-deposit backing],D7,FAIL,no,no in-class EPI-issuer insolvency; new regime; Mt. Gox adjacent,"No completed insolvency of a Japanese electronic-payment-instrument (stablecoin) issuer under the EPI regime; the framework is new (2022 Act, 2025 implementing instruments in force June 2026) and no in-class issuer has failed. The largest Japanese crypto insolvency, Mt. Gox (bankruptcy 2014, converted to civil rehabilitation 2018), is adjacent only: it is an exchange, not an EPI issuer, and predates the regime, so it tests no part of the trust-beneficiary or performance-guarantee machinery. Graded FAIL in parallel with J11/J13/J14Z/J15 D7 (new in-force regime, no in-class recovery record); the product verdict caps at PARTIAL per ruling Q1a. Refuter: Japan has deep general-insolvency and adjacent crypto-exchange (Mt. Gox) practice, but no in-class EPI-issuer completed insolvency demonstrates the segregation and distribution rules in operation, so FAIL on the in-class basis the dimension scores."
